"","From","Entry","Features","Glyco.features","Glyco"
"1037","P97812","P97812","Binding site (12); Chain (2); Glycosylation (1); Lipidation (2); Sequence conflict (1); Signal (1); Site (4)","1",TRUE
"1038","P97821","P97821","Active site (3); Binding site (3); Chain (3); Disulfide bond (5); Glycosylation (3); Propeptide (1); Signal (1)","3",TRUE
"1039","P97857","P97857","Active site (1); Binding site (12); Chain (1); Compositional bias (1); Disulfide bond (11); Domain (5); Glycosylation (5); Motif (1); Mutagenesis (1); Propeptide (1); Region (3); Sequence conflict (2); Signal (1)","5",TRUE
"1040","P97926","P97926","Chain (1); Compositional bias (1); Disulfide bond (1); Glycosylation (2); Modified residue (2); Region (1); Sequence conflict (1); Topological domain (8); Transmembrane (7)","2",TRUE
"1041","P97927","P97927","Chain (1); Coiled coil (4); Disulfide bond (19); Domain (9); Glycosylation (18); Motif (1); Region (2); Sequence conflict (20); Signal (1)","18",TRUE
"1042","P97946","P97946","Chain (1); Disulfide bond (5); Glycosylation (3); Propeptide (2); Region (1); Repeat (4); Signal (1)","3",TRUE
"1043","P97952","P97952","Chain (1); Disulfide bond (2); Domain (1); Glycosylation (4); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"1044","P97953","P97953","Alternative sequence (6); Chain (1); Disulfide bond (5); Glycosylation (3); Propeptide (2); Region (1); Repeat (4); Signal (1)","3",TRUE
"1045","P98063","P98063","Active site (1); Binding site (3); Chain (1); Compositional bias (1); Disulfide bond (19); Domain (8); Glycosylation (5); Modified residue (2); Propeptide (1); Region (1); Sequence conflict (2); Signal (1)","5",TRUE
"1046","P98064","P98064","Active site (3); Alternative sequence (2); Binding site (14); Chain (3); Disulfide bond (14); Domain (6); Glycosylation (4); Modified residue (1); Region (4); Sequence conflict (4); Signal (1); Site (1)","4",TRUE
"1047","P98086","P98086","Chain (1); Disulfide bond (1); Domain (2); Glycosylation (4); Modified residue (8); Region (1); Sequence conflict (1); Signal (1)","4",TRUE
"1048","P98156","P98156","Chain (1); Cross-link (1); Disulfide bond (33); Domain (11); Glycosylation (3); Motif (1); Region (1); Repeat (6); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"1049","Q00342","Q00342","Active site (1); Binding site (2); Chain (1); Disulfide bond (6); Domain (2); Glycosylation (10); Modified residue (13); Mutagenesis (1); Region (3); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1)","10",TRUE
"1050","Q00493","Q00493","Active site (1); Binding site (3); Chain (1); Glycosylation (2); Natural variant (1); Propeptide (1); Sequence conflict (11); Signal (1)","2",TRUE
"1051","Q00547","Q00547","Alternative sequence (1); Chain (1); Compositional bias (2); Glycosylation (9); Modified residue (2); Region (5); Repeat (5); Sequence conflict (8)","9",TRUE
"1052","Q00560","Q00560","Chain (1); Compositional bias (1); Disulfide bond (5); Domain (6); Glycosylation (9); Modified residue (6); Motif (2); Region (3); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","9",TRUE
"1053","Q00609","Q00609","Alternative sequence (1); Beta strand (9); Chain (1); Disulfide bond (2); Domain (2); Glycosylation (6); Helix (2); Region (1); Signal (1); Topological domain (2); Transmembrane (1); Turn (3)","6",TRUE
"1054","Q00651","Q00651","Binding site (13); Chain (1); Disulfide bond (9); Glycosylation (12); Modified residue (1); Motif (2); Repeat (7); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","12",TRUE
"1055","Q00690","Q00690","Binding site (8); Chain (1); Disulfide bond (19); Domain (8); Glycosylation (9); Signal (1); Topological domain (2); Transmembrane (1)","9",TRUE
"1056","Q00731","Q00731","Alternative sequence (8); Chain (1); Disulfide bond (5); Glycosylation (1); Region (1); Sequence conflict (2); Signal (1)","1",TRUE
"1057","Q00896","Q00896","Chain (1); Glycosylation (3); Region (1); Sequence conflict (7); Signal (1); Site (1)","3",TRUE
"1058","Q00897","Q00897","Chain (1); Glycosylation (3); Region (1); Signal (1); Site (1)","3",TRUE
"1059","Q00898","Q00898","Chain (1); Glycosylation (3); Region (1); Signal (1); Site (1)","3",TRUE
"1060","Q00993","Q00993","Active site (1); Binding site (2); Chain (1); Disulfide bond (2); Domain (5); Glycosylation (6); Modified residue (4); Region (3); Sequence conflict (5); Signal (1); Topological domain (2); Transmembrane (1)","6",TRUE
"1061","Q01097","Q01097","Binding site (6); Chain (1); Compositional bias (2); Disulfide bond (4); Glycosylation (7); Intramembrane (1); Modified residue (17); Motif (1); Region (5); Sequence conflict (1); Signal (1); Site (1); Topological domain (5); Transmembrane (3)","7",TRUE
"1062","Q01098","Q01098","Binding site (5); Chain (1); Compositional bias (2); Disulfide bond (4); Glycosylation (6); Intramembrane (1); Modified residue (3); Motif (1); Region (2); Signal (1); Site (1); Topological domain (5); Transmembrane (3)","6",TRUE
"1063","Q01102","Q01102","Beta strand (1); Binding site (8); Chain (1); Disulfide bond (21); Domain (10); Glycosylation (5); Lipidation (2); Motif (1); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"1064","Q01114","Q01114","Chain (1); Domain (1); Glycosylation (2); Motif (2); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1065","Q01149","Q01149","Binding site (5); Chain (1); Compositional bias (3); Disulfide bond (3); Domain (1); Glycosylation (2); Modified residue (3); Propeptide (2); Region (1); Sequence conflict (2); Signal (1)","2",TRUE
"1066","Q01237","Q01237","Active site (4); Chain (1); Cross-link (2); Domain (1); Glycosylation (1); Modified residue (1); Motif (1); Sequence conflict (1); Topological domain (9); Transmembrane (8)","1",TRUE
"1067","Q01279","Q01279","Active site (1); Binding site (4); Chain (1); Cross-link (6); Disulfide bond (25); Domain (1); Glycosylation (10); Lipidation (2); Modified residue (23); Region (2); Repeat (2); Sequence conflict (3); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","10",TRUE
"1068","Q01337","Q01337","Chain (1); Compositional bias (1); Disulfide bond (1); Glycosylation (2); Region (1); Sequence conflict (3); Site (3); Topological domain (8); Transmembrane (7)","2",TRUE
"1069","Q01338","Q01338","Chain (1); Compositional bias (1); Disulfide bond (1); Glycosylation (2); Lipidation (1); Modified residue (2); Region (1); Site (3); Topological domain (8); Transmembrane (7)","2",TRUE
"1070","Q01339","Q01339","Chain (1); Disulfide bond (11); Domain (4); Glycosylation (6); Region (1); Sequence conflict (1); Signal (1)","6",TRUE
"1071","Q01341","Q01341","Binding site (12); Chain (1); Glycosylation (3); Modified residue (5); Sequence conflict (6); Topological domain (4); Transmembrane (12)","3",TRUE
"1072","Q01705","Q01705","Alternative sequence (5); Beta strand (17); Binding site (16); Chain (3); Compositional bias (4); Cross-link (1); Disulfide bond (115); Domain (36); Glycosylation (47); Helix (28); Modified residue (3); Mutagenesis (34); Region (9); Repeat (8); Sequence conflict (55); Signal (1); Site (3); Topological domain (2); Transmembrane (1); Turn (4)","47",TRUE
"1073","Q01721","Q01721","Chain (1); Glycosylation (2); Lipidation (1); Propeptide (1); Region (1); Signal (1)","2",TRUE
"1074","Q01727","Q01727","Chain (1); Glycosylation (2); Lipidation (1); Sequence conflict (2); Topological domain (8); Transmembrane (7)","2",TRUE
"1075","Q01815","Q01815","Alternative sequence (6); Binding site (3); Chain (1); Compositional bias (3); Disulfide bond (4); Glycosylation (4); Intramembrane (4); Modified residue (7); Motif (4); Mutagenesis (4); Region (16); Repeat (4); Sequence conflict (24); Topological domain (29); Transmembrane (24)","4",TRUE
"1076","Q01887","Q01887","Active site (1); Binding site (2); Chain (1); Domain (2); Glycosylation (5); Modified residue (1); Region (1); Sequence conflict (11); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"1077","Q01965","Q01965","Chain (1); Compositional bias (2); Disulfide bond (4); Domain (4); Glycosylation (8); Modified residue (2); Motif (2); Natural variant (11); Region (3); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1)","8",TRUE
"1078","Q02013","Q02013","Chain (1); Glycosylation (1); Intramembrane (4); Modified residue (3); Motif (2); Sequence conflict (1); Site (4); Topological domain (9); Transmembrane (6)","1",TRUE
"1079","Q02085","Q02085","Chain (1); Cross-link (3); Glycosylation (1); Modified residue (12); Motif (1); Region (6); Sequence conflict (1); Zinc finger (4)","1",TRUE
"1080","Q02152","Q02152","Binding site (3); Chain (1); Disulfide bond (2); Glycosylation (1); Lipidation (1); Motif (4); Sequence conflict (3); Site (1); Topological domain (8); Transmembrane (7)","1",TRUE
"1081","Q02242","Q02242","Beta strand (12); Chain (1); Cross-link (1); Disulfide bond (1); Domain (1); Glycosylation (4); Helix (1); Modified residue (2); Motif (2); Mutagenesis (2); Region (2); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"1082","Q02248","Q02248","Beta strand (4); Chain (1); Compositional bias (1); Glycosylation (1); Helix (42); Initiator methionine (1); Modified residue (18); Mutagenesis (4); Region (5); Repeat (12); Sequence conflict (3); Turn (4)","1",TRUE
"1083","Q02257","Q02257","Chain (1); Glycosylation (1); Modified residue (6); Region (2); Repeat (12)","1",TRUE
"1084","Q02496","Q02496","Chain (3); Domain (1); Glycosylation (16); Lipidation (2); Modified residue (7); Motif (3); Region (6); Repeat (16); Sequence conflict (6); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","16",TRUE
"1085","Q02596","Q02596","Chain (1); Compositional bias (3); Glycosylation (1); Modified residue (4); Region (1); Signal (1)","1",TRUE
"1086","Q02788","Q02788","Chain (1); Compositional bias (1); Domain (3); Glycosylation (5); Modified residue (2); Motif (5); Region (4); Sequence conflict (7); Signal (1)","5",TRUE
"1087","Q02789","Q02789","Alternative sequence (2); Binding site (3); Chain (1); Compositional bias (2); Disulfide bond (4); Glycosylation (3); Helix (1); Intramembrane (4); Modified residue (6); Motif (4); Region (11); Repeat (4); Sequence conflict (1); Topological domain (29); Transmembrane (24)","3",TRUE
"1088","Q02844","Q02844","Active site (3); Alternative sequence (2); Chain (1); Disulfide bond (4); Domain (1); Glycosylation (2); Propeptide (1); Signal (1)","2",TRUE
"1089","Q02858","Q02858","Active site (1); Binding site (2); Chain (1); Disulfide bond (14); Domain (9); Glycosylation (9); Modified residue (4); Mutagenesis (3); Sequence conflict (8); Signal (1); Topological domain (2); Transmembrane (1)","9",TRUE
"1090","Q03137","Q03137","Active site (1); Alternative sequence (1); Beta strand (8); Binding site (2); Chain (1); Domain (5); Glycosylation (3); Helix (20); Modified residue (4); Motif (1); Mutagenesis (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1); Turn (2)","3",TRUE
"1091","Q03142","Q03142","Active site (1); Alternative sequence (1); Binding site (2); Chain (1); Compositional bias (1); Disulfide bond (3); Domain (4); Glycosylation (5); Modified residue (4); Mutagenesis (1); Region (1); Sequence conflict (6); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"1092","Q03145","Q03145","Active site (1); Binding site (2); Chain (1); Disulfide bond (2); Domain (5); Glycosylation (2); Helix (6); Modified residue (14); Motif (1); Mutagenesis (11); Region (3); Sequence conflict (19); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1093","Q03146","Q03146","Active site (1); Alternative sequence (1); Binding site (11); Chain (1); Compositional bias (1); Disulfide bond (3); Domain (2); Glycosylation (4); Modified residue (7); Motif (1); Region (2); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"1094","Q03157","Q03157","Binding site (6); Chain (1); Compositional bias (1); Disulfide bond (6); Domain (2); Glycosylation (2); Motif (2); Mutagenesis (1); Peptide (1); Region (9); Sequence conflict (2); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1095","Q03265","Q03265","Binding site (2); Chain (1); Glycosylation (1); Modified residue (37); Sequence conflict (8); Site (1); Transit peptide (1)","1",TRUE
"1096","Q03288","Q03288","Chain (1); Compositional bias (1); Disulfide bond (5); Domain (1); Glycosylation (1); Region (1); Sequence conflict (1); Signal (1)","1",TRUE
"1097","Q03311","Q03311","Active site (3); Binding site (1); Chain (1); Disulfide bond (4); Glycosylation (7); Modified residue (1); Sequence conflict (1); Signal (1)","7",TRUE
"1098","Q03350","Q03350","Chain (1); Compositional bias (3); Disulfide bond (29); Domain (8); Glycosylation (7); Motif (1); Region (3); Repeat (8); Sequence conflict (1); Signal (1)","7",TRUE
"1099","Q03366","Q03366","Chain (1); Disulfide bond (2); Glycosylation (1); Modified residue (1); Sequence conflict (2); Signal (1)","1",TRUE
"1100","Q03391","Q03391","Binding site (5); Chain (1); Compositional bias (4); Disulfide bond (4); Glycosylation (7); Intramembrane (1); Modified residue (2); Motif (1); Region (4); Sequence conflict (2); Signal (1); Site (1); Topological domain (5); Transmembrane (3)","7",TRUE
"1101","Q03719","Q03719","Binding site (3); Chain (1); Compositional bias (2); Glycosylation (1); Intramembrane (1); Modified residue (2); Motif (1); Region (5); Topological domain (4); Transmembrane (6)","1",TRUE
"1102","Q04519","Q04519","Beta strand (17); Binding site (8); Chain (2); Disulfide bond (8); Domain (1); Glycosylation (6); Helix (24); Modified residue (1); Mutagenesis (9); Sequence conflict (2); Signal (1); Site (1); Turn (9)","6",TRUE
"1103","Q04573","Q04573","Alternative sequence (2); Chain (1); Disulfide bond (1); Glycosylation (3); Lipidation (1); Modified residue (2); Topological domain (8); Transmembrane (7)","3",TRUE
"1104","Q04592","Q04592","Active site (3); Alternative sequence (2); Chain (1); Domain (2); Glycosylation (13); Motif (1); Propeptide (1); Region (3); Repeat (22); Sequence conflict (4); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","13",TRUE
"1105","Q04683","Q04683","Chain (1); Disulfide bond (1); Glycosylation (2); Sequence conflict (1); Topological domain (8); Transmembrane (7)","2",TRUE
"1106","Q04857","Q04857","Chain (1); Compositional bias (1); Domain (3); Glycosylation (5); Motif (3); Region (4); Sequence conflict (4); Signal (1)","5",TRUE
"1107","Q04997","Q04997","Chain (1); Disulfide bond (4); Glycosylation (2); Propeptide (2); Sequence conflict (3); Signal (1); Site (2)","2",TRUE
"1108","Q04998","Q04998","Chain (1); Compositional bias (1); Disulfide bond (5); Glycosylation (1); Propeptide (1); Region (1); Signal (1)","1",TRUE
"1109","Q04999","Q04999","Chain (1); Compositional bias (1); Disulfide bond (5); Glycosylation (1); Propeptide (1); Region (1); Sequence conflict (1); Signal (1)","1",TRUE
"1110","Q05117","Q05117","Binding site (8); Chain (1); Disulfide bond (1); Glycosylation (2); Signal (1)","2",TRUE
